sentiment	text
negatif	les chambres non faites
negatif	la connexion wi-fi était compliquée.
negatif	la clientèle n'est certes pas toujours facile, souvent trop exigeante.
negatif	hôtel en plein centre ville ,chambre sans clim par temps de canicule on ouvre la double isolation et on dispose du bruit de la rue jusque très tard dans la nuit dur de bien dormir .la chambre semblait très bricolée
negatif	petit bémol sur la salle d eau qui ne peut bénéficier d ouverture extérieur et chambre familiale un peu petite avec mes 3 ados.
negatif	notre chambre un peu « passée », à rafraîchir
negatif	on ne peut pas dormir la fenêtre ouverte on à eu un peu chaud , petit déjeuner de qualité très quelconque
negatif	la propreté pas de place pour se garer parking complet et trop loin équipement minimaliste mousse pour se laver les mains au lavabo qui fait office de gel douche et shampoing salubrité des locaux
negatif	très difficile d’y prendre le petit déjeuner et dîner à 2 (couvre feu 18h).
negatif	très bon établissement juste la salle d eau avec wc un peu petit mais le personnel très aimable j y reviendrais
negatif	pas de bouchon pour l'évacuation d'eau baignoire donc pas de bain, pas de bouchon aussi pour l'évier, donc si vous faites tomber une bague dans cet évier, elle tombe dans le siphon et perdue.
negatif	salle de bain à refaire intégralement, lavabo bouché …pas de douche mais baignoire à la limite dangereux, pas de tapis antidérapant !
negatif	les portes qui claquent à 2h du matin ce n'est pas très reposant
negatif	rien d'autre à ajouter
negatif	difficile voire impossible de baisser la clim réglée à 20°.
negatif	le rapport qualité/prix de la chambre « supérieure » qui nous a été attribuée : 2eme étage, vue sur le parking et une toute petite fenêtre avec un seul pan ouvrable.
negatif	peut-être un peu de bruit lorsque les fenêtres sont ouvertes.
negatif	parking payant
negatif	la taille des places de parking qui sont un peu petites pour des voitures actuelles (il faudrait redessiner les places, quitte à en perdre une ou deux pour le confort des clients)
negatif	les toilettes sont trop étroites et la vmc ne fonctionnait pas
negatif	la chambre à côté de l'ascenseur
negatif	les poussières n'était pas fait
negatif	les chambres ne sont pas du tout insonorisées.
negatif	le balcon était commun à tout l’étage
negatif	les travaux près de l hôtel
negatif	le petit déjeuner ce les viennoiseries étaient très dure , la grosse tache sur le tapis de la chambre et la chambre un peu petite
negatif	seul bémol serait le manque d'équipements dans la salle de bain ( une seul accroche pour serviettes, pas de petite serviettes )
negatif	pas moyen de pendre un vêtement ou un drap de bain pour le secher.
negatif	les équipements.
negatif	salle de bain ouverte dans la chambre
negatif	pas de climatisation pendant la canicule,donc dormir fenêtre ouverte mais quasi impossible avec le bruit de la rue jusqu'à 3 h du matin.
negatif	les petits déjeuners
negatif	!
negatif	le service.
negatif	du bruit quand il y a du monde.
negatif	réparations annoncées non réalisées.
negatif	baignoire  petit déjeuner
negatif	trop bruyant le soir
negatif	un léger défaut de chasse d'eau pris en compte par l'établissement.
negatif	l'accueil pas agréable et non souriant
negatif	salle de bain moyenne avec wc pas au niveau
negatif	pas de climatisation ni même pas un ventilateur dans la chambre,pas de savon ni de gel douche.
negatif	le manque de place de parking et en plus payant
negatif	salle de bains :rien pour accrocher le pommeau de douche , pas de petite étagère pour poser les produits a l'intérieur de la douche.
negatif	pas de clim  la douche (mal faite) le bruit la nuit
negatif	la porte des toilettes,
negatif	il y avait un balcon dans la chambre mais trop petit et inutilisable ,les places de parking sont peu pratiques
negatif	la deuxième pour des bouteilles d'alcool vides et diverses ordures laissées par des clients indélicats sur le balcon et non débarrassé par la femme de ménage.
negatif	un petit rangement supplémentaire dans la salle de bain, par exemple sous le lavabo.
negatif	pas de clim sous la canicule...
negatif	manque d un parking
negatif	mais c'est vraiment pour chipoter !
negatif	tout a été parfait.
negatif	très chaud.
negatif	les sanitaires, produits d’hygiène fournis, état des murs à revoir (chambre 32)
negatif	le ménage laissait à désiré
negatif	le bruit entre les chambres et surtout le bruit dehors jusqu'à 1h du matin très léger petit déjeuner pour un prix quand même eleve 1 barquette de confiture 1 part de beurre un peu de pain  pas de yaourt  donc pas terrible
negatif	énorme dégât des eaux dans la salle de bain où le plafond était complètement abîmé et moisi.
negatif	places de parking petites, pas beaucoup de place pour manoeuvrer
negatif	les chambres ne sont pas aménagées pour manger sur place (petit déj, dîner après 19h) ce qui est très inconfortable.
negatif	!)
negatif	étroitesse des places de parking en sous-sol
negatif	peut-être rajouter une petite table et chaise sur le balcon.
negatif	bref le meilleur moment à été le départ on est venu,on à vu mais on ne reviendra jamais.
negatif	"il faut nous appeler directement....""."
negatif	nous avions pris l'option petit-déjeuner, j'ai demandé un café supplémentaire il m'a été facturé.
negatif	salle de bain humide...odeur forte du manque d aération  la climatisation serait utile..
negatif	la clim en panne au mois d'août, mais le personnel a fait le nécessaire en nous proposant une autre chambre.
negatif	le passage départ avec nos valises dans la salle même du petit déjeuner vers parking voiture ?
negatif	difficile à dire.
negatif	mériterait au moins un ventilateur
negatif	pas de climatisation, petit-déjeuner très limite.
negatif	la salle de bain.car quand on se lave l'eau sorte sur le sol.pas très terrible leur systèmes de douche
negatif	on entend un peu trop les voisins, les chasses d'eau.
negatif	l’accueil superficiel et pas vraiment agréable.
negatif	l'été, il faudrait vraiment prévoir un ventilateur, car il est impossible de garder la fenêtre fermée pour se protéger du bruit , inévitable à cet emplacement...
negatif	passer 2 nuits chambre pas faite suite a motif civid.
negatif	mauvaise isolation de la fenêtre pourtant neuve  cela ne nous a pas empêché de dormir cependant .
negatif	pas d intimité au sujet de la salle de bain
negatif	la possibilité de réserver une place dans le parking de l hôtel car à notre arrivée ce dernier était complet
negatif	pas de parking  pas de climatisation  baignoire sans paroi pour éviter de mettre de l’eau partout.
negatif	la salle de bain douche à refaire
negatif	la taille du lit
negatif	chambre trop petite pour 3 personnes chambre un peu vieillotte télécommande qui ne fonctionne pas très bien
negatif	( rideau de douche)
negatif	très mauvaise odeur  cheveux dans la literie  personnel agressif  je ne recommande absolument pas ce lieux
negatif	chambre petite.
negatif	hotel bruyant au petit matin (portes qui claquent mais vraiment très fort et sans arrêt à partir de 6 heures du matin le dimanche!!)
negatif	manque la climatisation c est dommage
negatif	pas de chambre à 2 lits
negatif	mais sinon c'est très calme une fois les fenêtres fermées
negatif	la clim serrait pas de trop
negatif	défaut d'éclairage à la tête de lit.
negatif	diversifier le petit déjeuner
negatif	l absence de climatisation
negatif	le bruit de la climatisation extérieure
negatif	- pas de restauration le soir
negatif	cependant, c'était vraiment bien d'avoir un parking sécurisé et à un prix raisonnable.
negatif	salle de beau froide et chambre petite (mais cela est compensé par le bon rapport qualité prix)
negatif	l'hôtel mériterait un rafraichissement intérieur.
negatif	la télévision ne fonctionnait pas correctement, image brouillée mais pour 1 seule nuit, cela n'a pas fait trop défaut.
negatif	salle de bain juste horrible.
negatif	état de délabrement : papier peint se decollent dans les communs, rideaux salle bain moisis, tv (tout petit ecran) planqué derrière le rideau, les plinthes de la chambre se décollent, odeur d'humidite... mais bon pas cher = 90 €, ...dans une chambre d'hôte j'aurais été mieux.
negatif	participation à l'insu de mon plein gré à une fête sur la place=nuit blanche qui doit(peut ) faire quoi ?
negatif	les wc pas propres le bruit permanent dans l'hôtel : mal isolé la lumière du hall de la chambre qui s'allume et s'éteint automatiquement toute la nuit malgré la porte fermée
negatif	avoir une clima ou un ventilateur, parce que quand il fait chaud le soir, impossible de laisser la porte que donne sur le balcon ouverte, du le bruit des gens sur le port.
negatif	la salle de bain trop petite
negatif	l’accueil le petit déjeuner
negatif	le bruit du bar d en face sous les fenêtres
negatif	un peu plus de place au niveau du plan de travail du lavabo et de quoi bien faire déçûmes serviettes surtout si on n’opte pas pour le service ménage pendant le séjour.
negatif	nous n avons pas apprécié la réflexion de la personne a l accueil qui nous a dit que vu qu'on avait payer que 72€ (tarif booking) on avait pas a se plaindre.
negatif	odeur d’humidité
negatif	le volet roulant ne fonctionnait pas
negatif	la vue extérieur depuis la fenêtre de la chambre, sans intérêt particulier.
negatif	peu commerçant, suite à un problème de réservation avec booking, ils sont restés intransigeants…..pas le moindre mini gedte
negatif	l’isolation sonore intérieure, on entendait tous ce que pouvait faire les voisins (vraiment tout)  la literie
negatif	le personnel inexistant, il faut les chercher pour faire le checkout.
negatif	très bel hôtel, tarif un peu élevé malgré l’emplacement.
negatif	nous n'avons jamais cessé de voyager et jamais nous n'avions eu ce cas de figure...
negatif	dans la chambre, il y avait un peu de poussières.
negatif	équipement salle de bain désuet
negatif	l’hôtel............
negatif	pas de bouchons à la baignoire pour prendre un bain et se détendre.
negatif	dans l'ensemble bonne prestation .
negatif	il manque une bagagerie pour les personnes venant avec un autre moyen qu’une voiture.
negatif	aucune insonorisation : porte du couloir qui cogne ,écoute des copulations des voisins de chambre.
negatif	le petit déjeuner, un morceau de gros pain (pas terrible) et un croissant, nous sommes habitués à plus de diversités et d'une autre qualité la salle d'eau est exiguë, mais compte tenu du prix nous n'allons pas nous plaindre
negatif	la salle de bain mériterait un rafraîchissement.
negatif	aucune idée.
negatif	mériterait un grand coup de neuf
negatif	malheureusement pas la faute de l’établissement mais la chambre pas assez isolée de la rue, réveillée plusieurs fois à cause de camions qui ramassaient le verre au milieu de la nuit, et de l’élagage matinal de l’arbre voisin à 6:30.
negatif	un ton désagréable de la personne à l accueil !
negatif	pq pas top
negatif	et « çà c’est les clés, c’est au premier étage »,.soi-disant côte à côte, elles ne l’étaient pas .
negatif	dysfonctionnement de la douche - peu de débit d'eau dans le pommeau (problème signalé)
negatif	aucune coordination dans le discours du personnel !
negatif	yaourt ou fromage au petit déjeuner
negatif	alors que a cote c'est moins cher et on a plus.
negatif	chambre super petite, pas assez de place pour mettre 2 valises.
negatif	l'eau chaude un peu longue à venir pour la douche
negatif	pb consécutif sans doute aux contraintes liées à la pandémie.
negatif	stationnement plutôt onéreux.
negatif	qu'on ne nettoie pas la salle de bains tous les jours pour des raisons écologiques... c'est ce qui a été dit à l'enregistrement.
negatif	salle d’eau et douche très petites
negatif	le rideau de douche pas top car on met de l'eau partout dans la sdb.
negatif	trop chaud ds la chambre
negatif	chambre un peu petite et salle de bain exiguë.
negatif	manque une barre pour suspendre les serviettes de toilette.. petit déjeuner juste classique mais correct.
negatif	la douche et les toilettes
negatif	manque d’information à l’accueil !
negatif	les chambres ne sont pas assez insonorisé.
negatif	on entend les bruits en provenance de la salle de bain de la chambre voisine.
negatif	chambre assez petite mais fonctionnelle
negatif	le petit déjeuner vraiment nul nul café pas bon le croissant de leclerc et du pain de 2livres pain pas bon chien pourrait m'être de la baguette nul décevant ...
negatif	les finitions dans la salle de bain : pas de porte manteau et le wc accolé à la baignoire (glissante )
negatif	la propreté, la literie il manque une climatisation car on ne peut pas ouvrir les fenêtres car la rochelle est vivante même la nuit  électricité pas au norme dans la salle de bain voir photos
negatif	lit un peu mou à notre gout  manque un peu de pression dans la douche pq trop fin et rugueux, se déchire trop facilement
negatif	salle d’eau en mauvaise état et sans vmc!
negatif	avons dû ouvrir les fenêtres.
negatif	l'organisation du petit déjeuner en chambre est à revoir (erreurs, attente...)
negatif	manque un rideau ou porte de douche.
negatif	la douche, pas très pratique...
negatif	c'est apparemment une demande de la clientèle et un héritage de la période covid.
negatif	bruits des volets roulants électriques des chambres voisines de très bonne heure (6h/7h).
negatif	pas de réfrigérateur ds la chambre.
negatif	on nous à hurlé dessus parce qu'on a eu le malheur de ce présenter à l'accueil avec nos vélos à la main.
negatif	rien tous est parfait
negatif	on met de l’eau partout dans la salle de bain .
negatif	les parties communes
negatif	les parkings, très compliqué.
negatif	peu de place dans la salle de bain et baignoire obsolète
negatif	l'absence d'une porte (même symbolique) entre la salle de bain et la chambre, pas super pour l'intimité.
negatif	le lavabo de la salle de bain était bouché
negatif	il n’y avait ni shampoing ni gel douche (le gel douche était en fait du savon pour les mains)
negatif	les clients très bruyants et personne pour répondre au téléphone le jour et la nuit .
negatif	par contre places de parking très très petite, (surtout pour les gros véhicules, type suv); il serait bien d'attribuer les places selon les voitures a la réservation.
negatif	trouver la bonne rue pour accéder au parking de l’hôtel.🤨
negatif	une suite juste un peu petite mais très confortable
negatif	rien nous reviendrons pour un prochain séjour
negatif	odeur persistante à la fois de fumée de cigarette et de moisi.pas de ventilation dans la salle de bain.
negatif	des personne(alcoolisé) qui crient la nuit dans leur chambre, rue bruyante la nuit , pas de clim
negatif	pas de volets électriques.
negatif	je me demande pourquoi ils continuent à travailler avec vous..
negatif	problème d'isolation phonique, on entend tout.
negatif	un prix devenu peut-être un peu élèvé
negatif	a cause des travaux en centre ville nous avons mis 3/4 d'heure avant de trouver l'entrée de l'hotel
negatif	la chambre est très en mauvais état, ça sent humide, la douche fonctionne très mal impossible de se laver
negatif	ne pas faire le ménage systématiquement (il faut le demander) difficile de se garer dans les environs
negatif	le rapport qualité prix du petit déjeuner, trop onéreux, difficile d’y trouver une place le dimanche matin
negatif	manque d équipement ds la chambre : petite serviette, sèche cheveux.
negatif	l’odeur, la propreté, l’équipement, la literie, le manque de personnel.
negatif	les chambres doubles standards sont un peu petites pour le prix de la nuitée si vous êtes craintifs du bruit extérieur, demander une chambre qui ne donne pas sur la rue (bars à proximité et fêtards tardifs en terrasses ☺️)
negatif	le responsable de l hôtel n était pas très aimable
negatif	en plein mois d'août une chambre pour 4 sans climatisation c'était pas génial, nous avons eu le choix entre étouffer de chaleur ou être dérangés par le bruit de la rue en ouvrant la fenêtre.
negatif	très bon emplacement ,très bon petit déjeuner, chambres confortables.
negatif	petit bémol, dans la douche pas d'accroche pour le pommeau de douche.
negatif	il ne fallait pas être claustrophobe !
negatif	cuvette wc baladeuse,volets infermables,armoire sans poignée, douche pour lilliputiens...
negatif	un bel emplacement.
negatif	un cout de peinture a mettre mais rien de grave.
negatif	pas de chance, voisins bruyants, en plus les cloisons sont minces.
negatif	accès labyrinthique rues bouchées...
negatif	hôtel un peu cher par rapport aux prestations.
negatif	le plafond de la douche insalubre les interrupteurs de lumière cassés les toilettes mal positionné pas pratique du tout
negatif	wc dans la sdb, gel douche vide.
negatif	tout cela pour 115€.
negatif	pas de clim dans la chambre.
negatif	ils sont placés juste devant la porte, lorsque l'on est assis impossible de fermer la porte.
negatif	salle de bain un peu petite
negatif	la qualité de la chambre est médiocre (support de douche cassé, mise à disposition du « nouveau testament » dans la chambre , finitions très moyennes) et l’accueil très décevant ( intervention du personnel dans une conversation privée)
negatif	manque de formation commerciale de la personne de l’accueil à l’arrivée, par exemple règlement à ce l’avance du parking, des petits déjeuners  chambre très petite, mansardée et manque de place pour poser la valise sur son support, insuffisance de rangement et absence de porte manteaux.
negatif	wc un peu étroits.
negatif	baignoire sans bouchon et aucun porte manteau pas de quoi accrocher une serviette dans la salle de bain
negatif	les toilettes sales, le sol mal nettoyé.
negatif	il manque un petit frigidaire.
negatif	très très bruyant et pas de clim avec une température de 32 degrés et pas de possibilités d’ouvrir les fenêtres faute aux bruits inferno
negatif	état général des mur et sol très user
negatif	salle de bain moyenne.
negatif	une chaleur suffocante qui obligeait à ouvrir les fenêtres car ils n avaient pas de ventilateur et alors on avait droit aux bruis extérieurs ( musique , des groupes qui parlaient à voix haute) bref deux nuits blanches
negatif	manque une prise usb c et un sèche cheveux.
negatif	badge d'accès usagé qui se déconnecte 2 fois en 2 jours, pas de support pour la serviette de salle de bains, réseau tv qui fige constamment (peut être dû aux travaux extérieurs), bâtiment bruyant le matin.
negatif	rien si ce n'est la pluie à la rochelle.....
negatif	fenêtre fermée l’isolation est parfaite mais il faisait vraiment très très chaud et pas de ventilateur ni climatisation !
negatif	la taille des chambres .
negatif	le choix des lumières dans les couloirs n'est pas de mon goût, se sont des points lumineux trop puissants qui ne diffusent pas assez la lumière ce qui donne des contrastes trop fort et une ambiance peu invitante.
negatif	en revanche c’est plus le bruit dans l’hôtel, les murs sont fins et on entend les voisins.
negatif	en terme d’équipement c’est le minimum : n’oublier pas de rapporter du shampoing et savon.
negatif	le quartier est bruyant la nuit mais fenêtres fermées c'est mieux
negatif	les rues environnantes sont très bruyantes.
negatif	rue bruyante et problème avec le parking de l’établissement
negatif	la configuration de la chambre: la porte d'entrée donnant directement dans la salle de bain!
negatif	dans la chambre triple, la chambre avec le lit enfant est très petite (surtout s'il on vient avec un ado)
negatif	très mal isolé… cuvette des toilettes cassées…
negatif	dommage car les matelas étaient très confortables !
negatif	par 40°, ils avaient laissé les couettes alors, nous avons dû démonté les lits pour pouvoir bien dormir.
negatif	donc conclusion à fuir !
negatif	notre chambre donnant sur le devant de l’hôtel (ou se trouvaient bars et restaurants…), cela était assez bruyant le soir jusqu’à environ 1/2h du matin en semaine.
negatif	il faut préciser la veille que l'on veut que la chambre soit faite le lendemain...
negatif	ptdj un peu cher
negatif	le bruit insupportable toute la nuit : musique puis aboiements entre chiens de personnes érantes
negatif	une meilleur offre de restauration et un service de room service
negatif	rien à redire.
negatif	et surtout manque la climatisation dans les chambres
negatif	impossible de régler le chauffage dans la chambre.
negatif	ras
negatif	le manque d’isolation qui est gênant car on entend beaucoup les bruits des autres chambres.
negatif	le bruit entre les chambres
negatif	le comportement de la réceptionniste laisse à désiré, mon mari et moi avons été très déçu de l'hôtel saint nicolas.
negatif	la qualité et la propreté
negatif	pour 1 nuit ça passe, pour plusieurs je doute.
negatif	l'insonorisation entre les chambres et entre les étages: - on entend beaucoup les voisins de chambre - on entend même la mise en place de la salle de réception alors qu'on était au 2ème étage
negatif	petit déjeuner moyen
negatif	surprenant, je l'ai découvert après.
negatif	le bruit.
negatif	pas de buffet possible donc choix la veille de ce que l'on souhaite.
negatif	une des personnes qui nous a reçu n’était pas aimable du tout.
negatif	pas de parking propre à l’hôtel, mais parking de l’encan relativement proche !
negatif	c’est juste les chambres à côté qui ont foutu le bordel jusqu’à 23h
negatif	la rue trop proche
negatif	petit souci avec la chambre, non faite le premier jour et avons du le rappeler le jour suivant.
negatif	maigre petit déjeuner …..dommage
negatif	mais nous oublions vite ce petit défaut car tout le reste est parfait 😁
negatif	on m’avais garanti une baignoire hélas il n’y en avais pas
negatif	la taille de la chambre, alors que j'avais réglé un surclassement.
negatif	le bruit du groom de porte du couloir
negatif	pas de frigo ni de parking
negatif	manque une place de parking
negatif	horaire du petit déjeuner très flou (7h30 ou 8h00, mais plus 8h00.
negatif	deux prises de bec avec lui.la première pour le prix du petit déjeuner qui n'était pas celui annonçé sur booking et sur la porte de la chambre.
negatif	période de canicule, aucune mise à disposition d'eau fraîche, ni de ventilateur (la chambre n'étant pas climatisée) je suis tombé malade durant mon séjour, j'ai prévenu l'établissement de ne pas faire passer la femme de ménage à 11h (heure de mon depart) mais d'attendre quelques heures pour aérer la chambre.
negatif	petit déjeuner en grande partie industriel.. dommage car le reste est top.
negatif	no coment
negatif	en cette période de covid…
negatif	chambre exiguë et décoration vieillotte, lattes bois au sol qui sont abimées, pas de climatiseur portable , ( impossible d ouvrir les fenêtres avec le bruit extérieur ) bagageries inexistantes pour poser les valises a notre arrivée
negatif	pas de clim ou de ventilateur pour rafraîchir la chambre, très bruyant car fêtes toutes les soir jusqu'au matin..
negatif	la salle , l accueil, le personnel pas sympa, salle plus que rustique et mal entretenue.
negatif	pensez à apporter votre savon et shampooing - aucun article de toilette n'est fourni.
negatif	la vue de notre chambre.
negatif	manque la clim.
negatif	tout était bien.
negatif	lit assez dur, mais bien quand même.
negatif	bruits la nuit ( voyageurs, et ascenseur) , manque paquet de mouchoir dans la chambre
negatif	l’odeur forte dans les étages, le petit déjeuner avec un protocole particulier  faut donner l’heure pour aller chercher son plateau finalement vous attendez 20 mn, ce qui vous met en retard....
negatif	hotel vieillot, chambre petite.
negatif	nous avons été réveillés à 8:15 par des travaux à la perceuse, alors que nous avions spécialement précisé que nous venions pour nous reposer et que nous avons appris que ces travaux étaient récurrents et programmés.
negatif	petit dej un peu trop juste niveau quantité
negatif	ménage incomplet.
negatif	l'odeur dans la salle de bain venant des canalisations
negatif	chambre petite pour 4 adultes un petit réfrigérateur serait le bienvenu  salle de bain : rideau de douche à revoir pas de paterne pour le linge et serviettes
negatif	places de parking trop petites
negatif	prix du petit-déjeuner un peu élevé.
negatif	le prix du petit déjeuner est élevé
negatif	1/réception: un hygiaphone dans un couloir 2/chaleur étouffante dans la chambre et pas de climatiseur ni de ventilateur 3/impossible ouvrir les fenêtres pour aérer car vacarme dans tout le port et sous les fenêtres jusqu'à 2h ou 3h du matin 4/patron stupide prétendant que la clim est inutile et que la chaleur étouffante est bonne pour la santé 5/entretien de l’hôtel quasi nul ou inexistant: porte d'ascenseur ne se referme pas complètement et donc l'ascenseur ne démarre pas, volets rouillés et système de fermeture disparu, etc 6/le wifi ne fonctionne pas 7/pas de parking (évidemment) 8/cet hotel 2* n'en mérite même pas une: booking ne devrait pas le proposer
negatif	nous n avons pas disposé de place de parking
negatif	la chambre est vraiment petite, idem la salle de bain il faisait extrêmement chaud et il n'y avait qu'une seule petite bouteille d'eau offerte pour deux personnes.
negatif	!).
negatif	chambre vieillotte!
negatif	les oreillers
negatif	la femme de ménage est venue à 10h45...
negatif	le lit est trop petit, sur la fiche de la chambre c'est un grand lit 150-180,mais en effet c'est 140.
negatif	gros problèmes pour accéder à l'hôtel en raison de travaux et de multiples sens interdits, il serait bon de fleher bien avant l'arrivée toute proche
negatif	la salle de bain
negatif	ie stationnement est impossible dans la zone du rupella  faut pas venir en voiture !
negatif	petit déjeuner sommaire.
negatif	hôtel que nous retiendrons pour un prochain séjour, emplacement idéal, personnel agréable, chambre spacieuse et bien entretenue.
negatif	il manquait cruellement d'un mini réfrigérateur.
negatif	j'aurais aimé : sachant qu'il y avait 2 grandes serviettes et 2 petites - une patère supplémentaire pour faire sécher les grandes serviettes de toilette dans la sdb - une petite barre près du lavabo pour faire sécher les petites serviettes - une petite bouteille d'eau par personne (il n'y en avait qu'une)
negatif	j'avais demandé une chambre avec vue sur le port, il fallait se pencher pour le voir .
negatif	enfin, les murs ne sont pas très bien insonorisés, nous entendions tout ce qui se passait dans la chambre voisine.
negatif	parking un peu étroit
negatif	décevant de devoir payer sa place de parking dans le parking de l’hôtel…  en tant que client, j’estime que le parking fait parti de l’équipement mis librement à disposition des clients
negatif	je déconseille vivement
negatif	mais le pire du pire c'est l'insonorisation, une horreur, une nuit a entendre les voisin se raclé la gorge,parle, marcher, saoul, une nuit blanche ,j'avais hâte d'être le matin pour partir, j'aurais du payer 20e en plus et aller à l'ibis ,je retiendrai la leçon
negatif	des fils électriques dénudés sont présents dans la chambre = danger !
negatif	!!!
negatif	les chambres minuscules
negatif	baignoire glissante, une douche serait préférable.
negatif	le manque de réactivité quand une machine à café est en panne.
negatif	la literie de mauvaise qualité, le fait d'entendre les voisins de la chambre d'à côté, salle de bain très petite
negatif	puis à 6h arrivée des camions livraisons.
negatif	pas fou.
negatif	!!!!!!!!!!!!!!!!!!
negatif	manque de place de parking gratuit
negatif	petit déjeuner un peu cher au regard de ce qui est proposé
negatif	viennoiseries peu variées et un peu trop petites.
negatif	le prix du petit déjeuner est un peu élevé par rapport à ce qui est proposé.
negatif	nous n’y retournerons pas.
negatif	la clim serait bien
negatif	ils n'ont pas voulu garder nos bagages à l'accueil le temps d'attendre le train qui partait le soir ( pas de consignes à la gare).
negatif	tout est ok
negatif	l'isolation phonique qui n'est pas au top et la salle de bain directement dans l'entrée de la chambre.
negatif	mauvaise insonorisation côté rue (nous donnions sur une petite place, non loin de bars/restaurants.)
negatif	le toilet un peu plus espacieux
negatif	il fait trop chaud dans l’établissement : dommage qu’il n’y ait pas la climatisation dans les chambres parce que lorsque la fenêtre est ouverte, le passage des piétons est bruyant.
negatif	pas de porte serviettes dans la sdb et les portes qui grince
negatif	le bruit nocturne des différents groupes sur le port, malgré un bon double vitrage.
negatif	dommage pour l'insonorisation insuffisante (bruits de la tv de la chambre voisine)....mais les autres clients n'étaient peut-être pas très respectueux vis à vis des autres clients de l'hôtel
negatif	petit dejeuner un peu moyen.
negatif	on entend tous les bruits et conversations des chambres voisines
negatif	rien à dire
negatif	on entend la chasse d'eau des autres chambres.
negatif	en partir.
negatif	accès assez petit il ne faut pas être claustrophobe.
negatif	ou alors il faut revoir les prix des chambres.
negatif	fleurs desséchées balcon et chambre exiguë pour un 3etoiles!
negatif	système douche a changer, abattant wc non fixé.
negatif	"le petit déjeuner  le rideau de douche dans la salle de bain (pas très hygiénique) les finitions sont à revoir (peinture des murs, des plinthes, la cage d'escalier, vitres des fenêtres pleines de peinture, interrupteurs obsolètes) toutes ces finitions laissent penser à du ""fait maison""..."
negatif	je recommande✨✨
negatif	les fenêtres mériteraient de ce côté-ci d'être mieux insonorisées.
negatif	la chambre n était pas propre.
negatif	pas de bombe à la baignoire
negatif	ce qui est dommage car dans une chambre isolée toute petite.
negatif	pas de clim ..
negatif	la salle de bains est un peu datée (baignoire), pas tout à fait au niveau du reste.
negatif	chambre pas prête à l'heure dite.
negatif	covid ou pas, soit on diminue le prix en rapport avec la qualité, soit on augmente la qualité en rapport avec le prix …
negatif	parking complet
negatif	dommage qu'il n'y ait pas une formule pour les petits estomacs.
negatif	rideau de douche pas fixé correctement et trigle cassée.
negatif	mauvaise insonorisation.
negatif	3 demandes - 3 débrouillez-vous.
negatif	seul bémol le pain manquait pour la planche de charcuterie le soir.
negatif	très mal reçu , le ménage laisse à désirer, une chaleur étouffante pas de climatisation , dans la nuit impossible de dormir car énormément de bruit à l'extérieur malgré des doubles fenêtres.
negatif	la fenêtre donnait sur une place bruyante.
negatif	la salle de bains un peu petite notamment la douche.
negatif	un vrai local vélo serait bien !
negatif	le bruit exterieur
negatif	et nous nous sommes sentis assez mal accueillis.
negatif	chambre petite sous les toits, mon partenaire mesure 1m90 et s'est plusieurs fois cogné la tête contre le toit en pente.
negatif	salle de bain un peu petite pas de clim rien pour accrocher les vêtements
negatif	l'accueil d'une personne  qui gâche la qualité des autres
negatif	c'est pas ouvert !
negatif	planche de w.c.
negatif	très étrange manque de prise de courant accessible pour charger les téléphones.
negatif	climatisation?)
negatif	il faudrait améliorer la literie (oreillers et ressorts du matelas) ainsi que l’insonorisation des chambres
negatif	je n'ai pas bénéficié d'une place de parking
negatif	étant plus très jeune, j’aurais préféré une douche.
negatif	pas de climatisation ,du coup fentre ouverte,bruit de animation dehors, bestioles qui rentre.si on ferme la fentre, comme la chambre et petite on ettouffe, personel vu l accueille le premier jour !
negatif	?
negatif	le manque de climatisation.
negatif	pas de climatisation, par temps de canicule, ça manque beaucoup !
negatif	le prix par rapport à la grandeur de la chambre et payer une place de parking en supplément
negatif	absence de climatisation.
negatif	propreté à revoir au niveau de la salle de bain
negatif	problème avec le sèche-cheveux qui a failli griller
negatif	la fuite au plafond de salle d'eau l'agencement des toilettes
negatif	bruyant dans les étages au dessus, peinture sur veste mise dans le placard, mal isolé, mal dormi aussi car trop de lumière même rideaux fermé, salle de bain inondé car rideaux de douche ou mal faite.
negatif	les toilettes un peu coincés dans la salle d'eau
negatif	odeur venant des toilettes
negatif	le 3e lit de la chambre triple à une literie très très inconfortable.
negatif	pas de parking.
negatif	traces de moisisure au plafond, tapisserie qui se décolle et odeur d humidité dans la chambre.
negatif	une restaurant un peu plus conséquente serait appréciable
negatif	le bac à douche n'a pas de pente, lorsque l'on prend la douche l'eau s'écoule aussi hors de la douche sur le carrelage.
negatif	ça gâche un peu le séjour...
negatif	manque la clim
negatif	établissement viellot
negatif	la douche dans la baignoire : j'avoue preferer les douches a l'italienne.
negatif	pas un bonjour.le patron j imagine,la oremiere phrase ...vous avez reserver?
negatif	le wi-fi ne marchait pas très bien
negatif	bruit ont entend les autres chambres.
negatif	chauffage un peu léger dans la chambre
negatif	la robinetterie n'est pas de première jeunesse.
negatif	chambre beaucoup trop petite pour ce tarif.
negatif	les travaux de rénovation de l’hôtel sont bricolés (traces de peinture, ancien moquette restante à certains endroits, la salle de bains est rustique.
negatif	tout était bien mais un plateau au petit déjeuner serait pratique.
negatif	salle de bain un peu plus moderne
negatif	.pas de bouchon dans la baignoire ni dans le lavabo .
